filename,extracted_text
dietgo.kitchen_1719576641_3400377783214694635_30356002527.jpg,"taste

low calorie drink of
a

 

 

DIEEGO
"
dietgo.kitchen_1719373467_3398673440476326224_30356002527.jpg,"me aya

   

Sei Sapi,
Brown Rice,
& Vegetables

CONTACT US FOR MORE INFO A VISIT OUR WEBSITE
i) 0823-2408-7761 Dié iT GO www.dietgo.co.id
"
dietgo.kitchen_1719460844_3399406404638231778_30356002527.jpg,"DIEGGO

      
 

START FROM 242K
NOA OL LI dIHS 4M
"
dietgo.kitchen_1719209579_3397298643439810239_30356002527.jpg," 
"
dietgo.kitchen_1718949460_3395116611771076172_30356002527.jpg," 

DIEGGO
"
dietgo.kitchen_1718694463_3392977540680610952_30356002527.jpg,"A

 

 

 

 

 
"
dietgo.kitchen_1718003200_3387178799797346104_30356002527.jpg,"DIECGO LOW CALORIE

COFFEE
an
Cp)
TaN
O
U
Cp)
J
Cp)
= errs
ae) errs
re rxxy)
> Perry
za ecco
Th
Ww
>
wn
m
Oo

 

CONTACT US FOR MORE INFO VISIT OUR WEBSITE Obs
0823-2408-7761 www.dietgo.co.id

@ gofood GraoFood ¥¢ satel ges
"
dietgo.kitchen_1717753164_3385081352627242511_30356002527.jpg,"taste

that take you to

 

DIEGGO
"
dietgo.kitchen_1717223388_3380637269854840639_30356002527.jpg," 
"
dietgo.kitchen_1716956114_3378395211052255448_30356002527.jpg," 

 

DiEG GO

 

ZERO CALORIE TEA
eA)

 

 

 
"
dietgo.kitchen_1716438309_3374051550160014084_30356002527.jpg," 

 
"
dietgo.kitchen_1716264624_3372594568412651554_30356002527.jpg," 

Important Announcement

Dear Customers,

We inform that due to the technical
problem, our phone number has been
changed to 0823-2408-7761.

All activities related to Dietgo such as
complaints, subscription orders, etc.
are carried out on that number.

We appreciate your understanding.

DIECGO

 
"
dietgo.kitchen_1715225045_3363873953057059407_30356002527.jpg,"— DIEGGO BN
HAPPY =
ASCENCION DAY

J THE RISEN CHRIST

 
"
dietgo.kitchen_1715825381_3368909932864122980_30356002527.jpg,"DIEE GC

12.30 equ»

ORDER LUNCH

—_—_—

 

| GraoFood @ gofood (1) shopeeFood

 

 
"
mrs.ghea_1715002048_3362003312173494637_48291445.jpg," 
"
mrs.ghea_1715002048_3362003312383213741_48291445.jpg," 
"
dietgo.kitchen_1714898916_3361138183904885917_30356002527.jpg," 
"
dietgo.kitchen_1714898916_3361138183904828667_30356002527.jpg," 
"
dietgo.kitchen_1714898916_3361138183946861959_30356002527.jpg,"senjangan kualitas fisik

ain diaspora. Dalam .

i sehat pemain lokal haru
sncapai kualitas yang sa

 
"
dietgo.kitchen_1714898916_3361138183904905834_30356002527.jpg,"DIEEGO

  

-BURUKNYA YEW YPN AN
©PEMAINTIMNAS! | ae

 

Dalam beberapa kesempatan, para pemain timnas diketah ra
mencuri kesempatan untuk “membandel” dengan memakan.makan
yang dilarang staf gizi timnas Indonesia. Sejak inilah, pola makan timnas
berubah secara drastis dan tidak menoleransi kenakalan para pemain. —
"
dietgo.kitchen_1714709744_3359551295460979360_30356002527.jpg,"BE

HADIRIN JAMAAH
Foye ROUEN
YANG TIDAK
BERBAHAGIA?

KALAH?
"
dietgo.kitchen_1714115248_3354564296844895415_30356002527.jpg,"22,18 PA Royst 49,78

iS

21,81

eye)

RYoHeoy|

Car

 
"
dietgo.kitchen_1714709744_3359551295444019734_30356002527.jpg,"Pp) [-leicre)

a a

\DENGAN’

RENDANG
eee VTY

60% OFF ORDER IN SHOPEEFOOD!
"
dietgo.kitchen_1713851927_3352355403905389165_30356002527.jpg," 
"
dietgo.kitchen_1713851927_3352355403897228008_30356002527.jpg," 

DIEGGO
"
dietgo.kitchen_1713674371_3350865955485122887_30356002527.jpg,"DIEGO

 
"
dietgo.kitchen_1713325327_3347937960130781050_30356002527.jpg," 
"
dietgo.kitchen_1712884302_3344238371848134005_30356002527.jpg,"ny cricre)

 

ran ai JOINT pote
"
dietgo.kitchen_1712716338_3342829387113584369_30356002527.jpg,"DIEGGO

 

1445 AL-H\R

MAY ALLAH BE PLEASED WITH ALL OF US!
"
dietgo.kitchen_1712660341_3342359651061902391_30356002527.jpg,"* nice

 

 

< ARSIP STORY
"
dietgo.kitchen_1712301818_3339352148011129349_30356002527.jpg,"GSS atcey Vou
TETAP FRESH!

 
"
dietgo.kitchen_1712301818_3339352148011123225_30356002527.jpg," 
"
dietgo.kitchen_1712301818_3339352148103581245_30356002527.jpg,"    
         

   
 

  

Mg ISTIRAHAT. SLC 2!
| ell C13 The > |
; a1 HEAT Le fe pasti aed rac ‘i : :

CN Laae berjam-jam. Ambil istirahat
ls demi OR dan REET uy g
bs ""

 

 
"
dietgo.kitchen_1712301818_3339352148011190300_30356002527.jpg,"ti perjalanan kamu di
-momen unik da

 
"
dietgo.kitchen_1712301818_3339352148011371888_30356002527.jpg," 

 
"
dietgo.kitchen_1712039574_3337152286473647045_30356002527.jpg," 
"
dietgo.kitchen_1712039574_3337152286473802007_30356002527.jpg," 
"
dietgo.kitchen_1712039574_3337152286574436946_30356002527.jpg,"DIEEGO

SPOT THE DIFFERENCES!

SLIDE>
"
dietgo.kitchen_1711692787_3334243220021678112_30356002527.jpg," 
"
dietgo.kitchen_1712039574_3337152286473652088_30356002527.jpg," 
"
dietgo.kitchen_1711519082_3332786076885949380_30356002527.jpg,"JAPANESE GYUDON WITH BROWN RICE

 
"
dietgo.kitchen_1711359225_3331445104220807376_30356002527.jpg," 

 

 

 

 

earces ry hea ae

 

we
"
dietgo.kitchen_1710914111_3327711214102252291_30356002527.jpg," 

www.dietgo.co.id
"
dietgo.kitchen_1710571684_3324838732307412503_30356002527.jpg,"DIEGGO

 

DIET TIPS IN

 

THE MONTH OF RAMADAN
"
dietgo.kitchen_1710571684_3324838732307405308_30356002527.jpg,"DIEGGO

CUKUPI KEBUTUHAN AIR

Tips diet saat puasa yang pertama adalah dengan memenuhi kebutuhan
cairan dalam tubuhmu selama berpuasa dengan minum air putih
setidaknya 8 gelas per hari.

 

 

 
"
dietgo.kitchen_1710571684_3324838732315815950_30356002527.jpg,"DIEEGO

TETAP BEROLAHRAGA

Puasa bukan alasan untuk kamu bermalas-malasan. Kamu tetap harus
menyisihkan waktu untuk berolahraga guna membakar lemak dan kalori
yang masuk ke dalam tubuh. Kamu bisa berolahraga di waktu-waktu
menielpa buka puasa seperti pukul 4 atau 5 sore.

 
"
dietgo.kitchen_1710571684_3324838732315926061_30356002527.jpg,"DIEGGO

CUKUPI KEBUTUHAN TIDUR

Jika kamu ingin menurunkan berat badan saat puasa, kamu perlu mencukup!

waktu tidur yang diperlukan tubuhmu. Pasalnya, bangun waktu sahur

di saat puasa bisa mengacaukan sistem metabolisme kamu jika kamu tidak
mengatur waktu tidur.

  
  
   
"
dietgo.kitchen_1710571684_3324838732307381523_30356002527.jpg,"  
      

meng dung serat
dibanding makanan berkalori ting@i, Ini yr mbantu kamu
sa. D enyediakan
"
dietgo.kitchen_1710314543_3322681677954132419_30356002527.jpg,"oe se

   

(Doctos Coenen : a

wtar PT

i= Tel6) ¢ YOUR SUBSCRIPTION NOW TO GET OUR 1 SoH seals
ee a ee ele

 

CONTACT US FOR MORE INFO VISIT OUR WEBSITE cee
082115304991 www.dietgo.co.id
"
dietgo.kitchen_1710136633_3321189255386306459_30356002527.jpg,"DIEGGO

HAPPYNYEPI ~ -. ~

BALI'S DAY OF SILENCE ~~

 
"
dietgo.kitchen_1709625265_3316899593079548436_30356002527.jpg,"DIEGGO

WE'RE HIRING

POSISI
Kitchen Staff

LOKASI
Jakarta, Surabaya, dan Yogyakarta

KUALIFIKASI

Pendidikan terakhir minimal SMK,
SMA/Sederajat

Fresh Graduate, memiliki pengalaman
lebih diminimati

Bertanggung jawab, jujur, dan
amanah

Berdomisili di Jakarta, Yogyakarta,
dan Surabaya diutamakan

Memiliki komunikasi yang baik

Bersedia bekerja shifting

APPLY AT
bit.ly/KitchenStaffDietgo

 
"
dietgo.kitchen_1709269348_3313913942621213399_30356002527.jpg,"DIEGGO

 

SLIDE>
"
dietgo.kitchen_1709269348_3313913942604266670_30356002527.jpg,"DIECGO

 

SLIDES
"
dietgo.kitchen_1709269348_3313913942604491332_30356002527.jpg,"el

EVERYTHING NOW

 

IS MARCHED. PAY

 

PN d= SWB LO] es EP)
WATCH OUT FOR
SOMETHING BIG
IN YOUR LIFE!

CH

 
"
dietgo.kitchen_1709269348_3313913942612806310_30356002527.jpg,"DIEGGO

 

SLIDE>
"
dietgo.kitchen_1709269348_3313913942612715403_30356002527.jpg,"HAPPY
MARCH
"
dietgo.kitchen_1709099910_3312492594732534908_30356002527.jpg,"DiIEGGO

HOW'S YOUR RESOLUTION
IN FEBRUARY?

 
"
dietgo.kitchen_1708843735_3310343645200452791_30356002527.jpg,"DIECGO

 

 

fell SE ak S D ae [BZ

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 
"
dietgo.kitchen_1708843735_3310343645200468501_30356002527.jpg,"Seeeeee

‘ per G0. cA

 

 

 

 

 

DIEGGO

 

      

  

  

AND Inyeen {BOW

 

 

 

 

    

 

1h

 

Oil

 

 

 

 

 

 

 

SAUDI ARABIA

 

 

 
"
dietgo.kitchen_1708843735_3310343645200546512_30356002527.jpg,"DIEGGO

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 
"
dietgo.kitchen_1708843735_3310343645209006619_30356002527.jpg,"TCHEN

cr)
a aa

 
"
dietgo.kitchen_1708843735_3310343645209027052_30356002527.jpg,"   
   
   
 

DIEGGO

yy ors @

 

 

 

 

 

 

 

 

 

 

 

 

 

 

ADUR moe
ICELAND

 
"
dietgo.kitchen_1708684309_3309006278568989174_30356002527.jpg," 
"
dietgo.kitchen_1708328980_3306025563120251649_30356002527.jpg,"   
      

Enakkk ga ky mknan diet..

Ordered: Grilled Chicken with Potatoes

 
  
 

eddrick s.
12 Reviews

makanannya enak

Ordered: Grilled Chicken with Potatoes, Sei Ayam with
Potatoes
"
dietgo.kitchen_1708328980_3306025563120232407_30356002527.jpg,"DIEGGO

APA KATA MEREKA?

CONSUMER REVIEW

SJLIDIE>
"
dietgo.kitchen_1708328980_3306025563120225056_30356002527.jpg," 
 
 
     
    
    
           

Arfianto W.
17 Reviews

Super duper terbaik memang sei sapi nya

Ordered: Sei Sapi with Potatoes x2, Sei Sapi Sambal Luat with
Potatoes x2

 
 
 

deisy
32 Reviews

enakkk smpai pesanan terus

Ordered: Sei Sapi Sambal Luat with Potatoes, Grilled Chicken
with Potatoes, Sei Sapi with Potatoes

    
"
dietgo.kitchen_1708328980_3306025563120404596_30356002527.jpg,"Alexa A.
7 Reviews

Enak banget seinyaa apalagi ayam penyet sama
sambel

Ordered: Ayam Penyet with Brown Rice, Sei Sapi Sar
with Brown Rice

{

 

 

 

 

hani d.
44 Reviews

kok diet bisa seenak ini:”

 
 
   
   

Ordered: Ayam Penyet with Brown Rice
"
dietgo.kitchen_1708073960_3303886299041406441_30356002527.jpg," 
"
dietgo.kitchen_1707900744_3302433263412700384_30356002527.jpg,") DIEGGO

BUY 1GET 1 7EASERIES

 
    

AT DIETGO OUTLET PAHLAWAN
ONLY BY SHOWING YOUR FINGER
"
dietgo.kitchen_1707543963_3299440368275675108_30356002527.jpg," 
"
dietgo.kitchen_1707292828_3297333690826704834_30356002527.jpg," 

 

HAVE A LONG WEEKEND!

 

START

 

 

n=) Nor @lreh1-7 nN al

 

 
"
dietgo.kitchen_1707035559_3295175562496320257_30356002527.jpg,"DO NOT FORGET!

WATCHING DEBATE
& EATING DIETGO!

 
"
dietgo.kitchen_1707035559_3295175562479602055_30356002527.jpg,"__ DIETGO ENCOURAGE YOU TO WATCH:

 

 

07.00 veces INDONESIAN TIME | LIVE ON SELECTED NATIONAL TELEVISION STATIONS
"
dietgo.kitchen_1706694813_3292317180156476634_30356002527.jpg,"uy
5

ag

 
"
dietgo.kitchen_1706583649_3291384668634823251_30356002527.jpg,"   

GET TEA SERIES FOR FR

 

ICE RASPBERRY TEA ICE APPLE TEA

 
"
dietgo.kitchen_1706256171_3288637580901813541_30356002527.jpg," 

UY,
YRYYYY

ROASTED
CHICKEN

Roasted chicken is chicken
prepared as food by roasting
whether in a home kitchen,
over a fire, or with a rotisserie
(rotary spit). Generally, the
chicken is roasted with its own
fat and juices by circulating
the meat during roasting, and
therefore, are usually cooked
exposed to fire or heat with
some type of rotary grill so that
the circulation of these fats and
juices is as efficient as
possible.

PAD ARA
PPPRALRA
"
dietgo.kitchen_1705910720_3285739731780267525_30356002527.jpg,"DIEGGO

 

#EduGo swipe >
"
dietgo.kitchen_1705910720_3285739731771794887_30356002527.jpg,"DIEEGO

APAKAH(ULG\U Belt
YANG DIKONSUMSI
ADALAH IKAN DORI

#EduGo

 

swipe >
"
dietgo.kitchen_1705910720_3285739731771852462_30356002527.jpg,"DIEGGO

KESALAHPAHAMAN

Terdapat beberapa keunikan, yang menjadi kesalahpahaman,
yang sudah telanjur tersebar di masyarakat tentang ikan dori.
Pertama, banyak dari kita yang pasti mengira bahwa ikan dori
adalah daging dari ikan jenis blue tang yang muncul di film
“Finding Nemo”. Padahal, “ikan dori” sebenarnya adalah merk
dagang produsen ikan yang sering dikonsumsi oleh masyarakat.
Kedua, ikan dori dalam film “Finding Nemo” tidak dapat
dikonsumsi karena mengandung zat-zat yang berbahaya bagi
tubuh bila dikonsumsi. Ketiga, jenis ikan yang selama ini kita
kenal dan dipasarkan secara lokal sebagai ikan dori sebenarnya
adalah ikan dori patin atau ikan patin , yang nilai gizinya
sangat tinggi, aman untuk dikonsumsi, dan memiliki cita rasa
yang lezat.

#EduGo swipe >
"
dietgo.kitchen_1705910720_3285739731771787899_30356002527.jpg,"DIEGGO

MANFAAT

Ikan “dori” patin merupakan sumber nutrisi yang baik dengan
kandungan yang beragam. Ikan ini kaya akan protein, nutrisi
esensial yang diperlukan untuk pertumbuhan, dan
pemeliharaan jaringan tubuh, termasuk otot dan kulit. Selain
itu, ikan dori patin juga mengandung asam lemak omega-3,
yang terkenal baik untuk kesehatan jantung dan sistem saraf.
Vitamin B12 yang terdapat dalam ikan ini berperan penting
dalam pembentukan sel darah merah dan fungsi sistem saraf.
Kandungan mineral seperti selenium dan fosfor dalam ikan dori
patin mendukung kesehatan sel, sistem kekebalan tubuh, serta
tulang dan gigi. Ikan ini juga bisa menyediakan vitamin D, yang
penting untuk penyerapan kalsium dan kesehatan tulang secara
keseluruhan.

#EduGo swipe >
"
dietgo.kitchen_1705910720_3285739731763341216_30356002527.jpg,"DIEGGO

BERMANFAAT?

Jangan lupa LIKE, SAVE,
dan SHARE unggahan ini ya!

LIKE dan SHARE SAVE untuk
jika kamu suka lihat lagi nanti
"
dietgo.kitchen_1705300519_3280620996174231096_30356002527.jpg," 
"
dietgo.kitchen_1705387994_3281354788300016202_30356002527.jpg," 

DIETEO.CO.Oy

SHOP FROM OUR WEBSITE

Ee V7—nO

Featured products

FAVORITES TOP RATED MUSTTRY

  

GRILLED CHICKEN SEI SAPI AYAM PENYET
with BROWN RICE with LEMONILO with BROWN RICE

Grilled Chicken with Brown RicesMi Sei Sapi with Lemonilo, Mix Vegetables, and Ayam Penyet with Brown Rice, Mix Vegetables,
Vegetables, and Spe Dietgo’s Special Sambal and Dietgo's Special ~~

       
   
"
mutiaracikutra_1705578846_3282955771913893062_3040123217.jpg," 

IV EAM
i) /) aD C7 ©) VU) V/. J
ws Spesial\ Hari) Gizi|Nasiongy

ea

: jEbAe
MENS Di 2 S
Ada berapa jumiah DEVE. > 4 PKMC

      
  
     
 
   

buah dalam jalur

 

 

— ke FINISH
I y
Jn j
2'Saldo!
START , Digital
, Worth
s 600K ++
@
g \
[ . ""FINISH

Cara menang baca caption
"
dietgo.kitchen_1705211478_3279874060215329738_30356002527.jpg,"#MITOS

Olahraga setiap hari tidak pasti
menurunkan berat badan, sebab:

  
  
   
   
  
  
  
 
  

%@ Manusia membutuhkan Rest Day setidaknya sé!
seminggu. Organ-organ tubuh yang membakar le
menumbuhkan otot baru hanya akan bekerja s
ketika tubuh dalam kondisi rileks dan beristira

@ Asupan kalori sangat penting ketika hendak me
secara rutin dan terjadwal. Ketika tubuh didoro
secara maksimal, maka asupan kalori perlu dipe
tidak terjadi surplus kalori yang menyebabkan |

® Perhatikan waktu tidur karena dalam jurt
Medicine, kurang tidur selar
meningkatkan berat ba
terus-menerus.

#mitosataufakta
"
dietgo.kitchen_1705211478_3279874060215279400_30356002527.jpg,"1
DIEGGO

   
   

#MITOSATAUFAKTA

OLAHRAGA SETIAP HARI
PASTI MENURUNKAN
BERAT BADAN?

 

#mitosataufa kta
"
dietgo.kitchen_1704954743_3277720416703422365_30356002527.jpg,"DIé«’GO 8

WEIGHTLIFTING

Untuk weight lifting atau angkat beban sendiri merupakan
olahraga yang lebih fokus pada aktivitas mengangkat beban.
Tentu saja, tujuan dari olahraga ini sendiri lebih berfokus
untuk membentuk massa otot seseorang. Olahraga ini identik
dengan alat-alat kebugaran seperti barbel yang ada di gym.

 
"
dietgo.kitchen_1704954743_3277720416694863939_30356002527.jpg,"DIETS

CARDIO vs

WEIGHT-LIFTING

 
"
dietgo.kitchen_1704954743_3277720416686621329_30356002527.jpg,"Diét’GO Oo

CARDIO

Cardio adalah bentuk aktivitas tubuh dan dapat dilakukan
dalam bentuk aerobik. Cardio sendiri adalah aktivitas olahraga
untuk meningkatkan detak dan kesehatan jantung seseorang.
Salah satu yang dapat dilakukan dalam kardio adalah seperti
senam, bersepeda, jogging atau berlari.

 
"
dietgo.kitchen_1704954743_3277720416703281951_30356002527.jpg,"DIEGO 8

MANFAAT

Selain menyehatkan detak jantung dan paru-paru, cardio
dapat meningkatkan sirkulasi darah, mengurangi stress,
menaikkan stamina, dan mengurangi massa lemak yang ada.
Kekurangannya, cardio dapat membakar massa otot.

Sedangkan weight-lifting mampu menaikkan massa otot,
melindungi kesehatan tulang dan otot, melatih koordinasi
tubuh, dan menjaga keseimbangan berat badan.
Kekurangannya, weight-lifting tidak menambah stamina

tubuh dalam artian endurance.

 
"
dietgo.kitchen_1704954743_3277720416694982030_30356002527.jpg,"DiétGO 4)

BERMANFAAT?

Jangan lupa LIKE, SAVE,
dan SHARE unggahan ini ya!

LIKE dan SHARE SAVE untuk
jika kamu suka lihat lagi nanti
"
dietgo.kitchen_1704777786_3276235993034132911_30356002527.jpg,"AYAM PENYET WITH BROWN RICE

Ayam Penyet is an Indonesian dish. It is liked by almost all groups and
suits the Indonesian palate. The history of Ayam Penyet was originally
from Ayam Bakar Wong Solo, but it became more famous when Surabaya
people sold it under the name ‘Ayam Penyet Surabaya.’

 
"
dietgo.kitchen_1704444624_3273441222213255086_30356002527.jpg,"DIEGGO

ALA CARTE
IS COMING SOON!

an
a

  
"
dietgo.kitchen_1704344074_3272597749021129911_30356002527.jpg,"DIEEGO

DRAMA PERSELINGKUHAN
PILOT-PRAMUGARI TERNYATA
MELIBATKAN DIETGO KITCHEN!

SLIDE>>
"
dietgo.kitchen_1704605501_3274790754624845589_30356002527.jpg," 
"
dietgo.kitchen_1704344074_3272597748962430372_30356002527.jpg,"OE Vitst-eii tl
Hahahaha

 

  
"
dietgo.kitchen_1704344074_3272597748979277602_30356002527.jpg,"te

aF-Vare}

ey:

iddy

Os ela

lachocolatte

 

Sayang aku ga nemu DIETGO kita
Kamu simpen dimana
PN ePa ela e

AP =e MRP ere ere Tt}
aR ota eset BT]

lachocolatte 11/30/2023 10:27 AM
Oh dah kamu masukin?

Blam A peek Ere ath
Coba cek

lachocolatte 11/30/2023 10:27 am
Nyar deh aku cek
"
dietgo.kitchen_1704170780_3271144056052534456_30356002527.jpg,"Let's start 2024 with style,
are you in?

 
"
dietgo.kitchen_1704344074_3272597748945775282_30356002527.jpg,"Rent
Aku baru kelar nih

lachocolatte
Pappp

“I © STL

 

 
"
dietgo.kitchen_1704079552_3270378774694701882_30356002527.jpg," 

 

NEW YEAR 2024

 

Selama tahun baru 2024! Semoga tahun ini dipenuhi dengan petualangan, tawa,
dan momen-momen keberhasilan. Jangan lupa untuk selalu bersyukur atas apa yang
telah dan akan terjadi setiap harinya. Once again, Happy New Year!

 

 
"
dietgo.kitchen_1703742355_3267550166183644000_30356002527.jpg,"dicseo Dietgo Kitchen - PVJ
Jl. Sukajadi No.131-139, Cipedes, Kec. Sukajadi, Kota Bandung, Jawa Barat 40162
Available For Pickup . Delivery

Delivery

DIETGOGYM
15% discount on all items

Experience Dietge Kitchen

EATING WELL
LIVING BETTER

Embrace a healthier, more fulfilling life by prioritizing nutritious
eating as the key to living better.

eG» OUTLETS LOCATION

15% DISCOUNT

ON ALL ITEMS
FOR A GYM MEMBER

ORDER VIA WEBSHOP: DIETGO.CO.ID

DISCOUNT IS ONLY APPLIED
FOR DINE-IN ORDER
AT PARIS VAN JAVA

SL-09A3,
NEAR CELEBRITY FITNESS

 
"
dietgo.kitchen_1703661561_3266872417660126945_30356002527.jpg," 
"
dietgo.kitchen_1703583051_3266213828347946133_30356002527.jpg," 

 

@dietgo.kitchen

  
"
dietgo.kitchen_1703473321_3265293344865367795_30356002527.jpg,"DIEEGO

CAristmas

SPECIAL
PROMO

BIG SALE FOR YOUR HOLIDAY

    
"
dietgo.kitchen_1703473321_3265293344932601808_30356002527.jpg,"DIEEGO
CAristmas

SPECIAL
PROMO

FREE ONGKIR

FOR SUBSCRIPTION PACKAGE

BULKING NORMAL CUTTING
PACKAGE PACKAGE PACKAGE

*terms and condition applied

 
"
dietgo.kitchen_1703223618_3263198685431177342_30356002527.jpg," 

 

HARLIBU,NASJONAL

 

Selamat Hari Ibu untuk sosok luar biasa yang selalu memberikan cinta tulus dan
kehangatan. Terima kasih atas kasih sayang tak terhingga, dedikasi, dan kekuatanmu.
Semoga hari ini menjadi hari yang spesial untukmu. I love you, Ibu.

 

 
"
dietgo.kitchen_1703138998_3262488836414311073_30356002527.jpg," 

ORDER VIAWEBSHOP |

 

dicseo Dietgo Kitchen - PVJ
Jl. Sukajadi No.131-139, Cipedes, Kec. Sukajadi, Kota Bandung, Jawa Barat 40162
Available For Pickup. Delivery

=B _CODeilivery 2

DIETGOGYM
15% discount on all items

Healthy Sei Rice Bowl Series HQ

Healthy Chicken © 12:00am - 11:59pm

  

a Roasted Chickhen with Brown Rice

Olahan ayam yang melalui proses pemanggangan, di padu
padankan dengan saus BBQ , Brown Rice, dan sayuran...

Rp35.000 o

 

 
"
dietgo.kitchen_1703055130_3261785305998757985_30356002527.jpg,"es
Pe ASST Thg

3
c—}
uw
g
LTT
a
a

cs

 
"
dietgo.kitchen_1702977711_3261135869178190001_30356002527.jpg,"CHICKEN STEAK

 

DIEEGO
"
dietgo.kitchen_1702977711_3261135869169736322_30356002527.jpg,"CHICKEN STEAK

 

DIEEGO
"
dietgo.kitchen_1702789767_3259559275493854297_30356002527.jpg,"DIEGGO

 

 

Available for Online & Dine-In
"
dietgo.kitchen_1702019441_3253097314098913899_30356002527.jpg,"DIEGGO

Dietgo’s Sauce

Boiled Egg

Grilled Chicken

   

 

GRILLED CHICKEN,ROTATOES? ‘titi,

}
"
dietgo.kitchen_1701843195_3251618857020101270_30356002527.jpg,"DIEGGO

fe fo} celete,

PAYDAY

 

Dietgo, Healthy Diet
Sehat, Seti

 

Diskon 40% up to 15rb
minimum order 30rb
& Gratis Ongkir

 

Term & Condition Berlaku

 
"
dietgo.kitchen_1701930533_3252351496769364203_30356002527.jpg,"DIECGO

L-foliclay

BULKING
PACKAGE

BALANCE YOUR FAT MASS ON HOLIDAY

 
    

Order by cliking link on Bio

 
"
dietgo.kitchen_1701759219_3250914416935757818_30356002527.jpg,"DIEGGO

6
(a

<ELAPA GADING OUTLET

IS UNDER
MAINTENANCE —_

Outlet akan tutup sementara sampai dengan tanggal 7 Desember 2023.
Pembukaan lebih cepat akan diumumkan kembali.
Pemesanan sementara dapat dilakukan pada outlet berikut:

 

ye ETA RAWAMANGUN

Jl. Salemba Tengah No. 46, Jl. Waru 16-1, RT2 RW8,
Kec. Senen, Kota Jakarta Pusat Kec. Pulo Gadung, Jakarta Timur
"
